OBJECTID_12,OBJECTID_1,OBJECTID,GIS_STREET,ON_STREET,FROM_STREE,TO_STREET,ST_CODE,SEG_ID,ONEWAY,CLASS,RESPONSIBL,L_HUNDRED,R_HUNDRED,BLOCKNUMBE,PRIMARYROA,Shape__Length
402,,36001,,MONTGOMERY AVE,N 29TH ST,W SEDGLEY AVE,56760,521372,B,4,CITY,2900,,131.02,Red Brick,593.104792657161
403,,36068,,GERMANTOWN AVE,ALLENS LANE,REX AVE,36660,800134,B,3,STATE,8400,,90.18,Granite Block,533.899303114119
404,,36070,,GERMANTOWN AVE,ALLENS LANE,REX AVE,36660,800121,B,3,STATE,8600,,90.2,Granite Block,274.11315553438
405,,36072,,GERMANTOWN AVE,ALLENS LANE,REX AVE,36660,800128,B,3,STATE,8500,,90.19,Granite Block,344.68868905739
406,,36165,,DOCK ST,S CHRIS COLUMBUS BLV,WALNUT ST,28780,440653,B,3,FAM,0,,65.02,Granite Block,193.532015896197
407,,36227,,RENO ST,N 05TH ST,LAWRENCE ST,68000,440274,B,5,CITY,400,,167.02,Granite Block,141.937718943867
408,,36229,,RENO ST,N 05TH ST,LAWRENCE ST,68000,440272,B,5,CITY,400,,167.01,Granite Block,168.542634753813
409,,36234,,MYRTLE ST,N LAWRENCE ST,N 05TH ST,57700,441020,B,5,CITY,400,,134.01,Blue Glazed Brick,171.133473447234
410,,36235,,N ORKNEY ST,MYRTLE ST,DEAD END SOUTH,61660,441261,B,5,CITY,800,,145.02,Granite Block,385.502892007048
411,,36236,,MYRTLE ST,N LAWRENCE ST,N 05TH ST,57700,441021,B,5,CITY,400,,134.02,Granite Block,134.537456046565
412,,36238,,N ORKNEY ST,MYRTLE ST,DEAD END SOUTH,61660,441263,B,5,CITY,800,,145.01,Granite Block,161.161402512787
413,,36239,,RENO ST,LAWRENCE ST,LEITHGOW ST,68000,440276,B,5,CITY,400,,167.03,Granite Block,122.204886243779
414,,36240,,N LEITHGOW ST,PARRISH ST,DEAD END SOUTH,50100,441396,B,5,CITY,800,,111.01,Granite Block,157.758572851073
415,,36246,,LAWRENCE CT,CYPRESS ST,PINE ST,49655,342420,FT,5,CITY,300,,109.01,Granite Block,211.472443034327
416,,36247,,LAWRENCE CT,CYPRESS ST,PINE ST,49655,342421,FT,5,CITY,300,,109.02,Granite Block,140.832552971037
417,,36272,,WILLINGS ALY,S 03RD ST,S 04TH ST,83380,442119,B,5,CITY,300,,206.002,Granite Block,170.931975265693
418,,36273,,WILLINGS ALY,S 03RD ST,S 04TH ST,83380,442120,B,5,CITY,300,,206.001,Granite Block,275.460693246384
419,,36462,,SHAMOKIN ST,RIDGE AVE,N 11TH ST,72140,442132,FT,5,CITY,1000,,317,Red Brick,337.285892000017
420,,36498,,HERMITAGE ST,SMICK ST,SILVERWOOD ST,42180,600687,B,5,CITY,200,,97.02,Granite Block,138.362739382817
421,,36499,,HERMITAGE ST,SMICK ST,SILVERWOOD ST,42180,600686,B,5,CITY,200,,97.01,Granite Block,158.359610916642
422,,36695,,NAUDAIN ST,S FRONT ST,OLD SECOND ST,59060,342552,B,5,CITY,100,,135.002,Granite Block,259.80089371981
423,,36696,,NAUDAIN ST,S FRONT ST,OLD SECOND ST,59060,342553,B,5,CITY,100,,135.001,Granite Block,162.690101974435
424,,36848,,S 02ND ST,PINE ST,LOMBARD ST,87840,340259,FT,3,FAM,0,,214.02,Granite Block,195.510666392777
425,,36852,,S 02ND ST,PINE ST,LOMBARD ST,87840,342194,TF,3,FAM,400,,214.03,Granite Block,383.841972192532
426,,36854,,S 02ND ST,PINE ST,LOMBARD ST,87840,340260,FT,3,FAM,0,,214.01,Granite Block,190.172300288882
427,,36894,,N FRONT ST,ELLEN ST,GREEN ST,35200,441025,B,4,FAM,700,,79.02,Granite Block,170.393953822434
428,,36895,,N FRONT ST,ELLEN ST,GREEN ST,35200,441024,B,4,FAM,700,,79.03,Granite Block,214.128436396855
429,,36898,,SALTER ST,S 02ND ST,MASCHER ST,70800,342413,B,5,PRIVATE,100,,175,Granite Block,103.965123477285
430,,36964,,QUINCE ST,WALNUT ST,SPRUCE ST,66560,440567,FT,5,CITY,200,,159.04,Granite Block,134.390709619191
431,,36966,,S JESSUP ST,LOCUST ST,DEAD END SOUTH,46140,440568,B,5,CITY,200,,104.03,Red Brick,135.240295379362
432,,36989,,RODMAN ST,S 15TH ST,DEAD END EAST OF LAWRENCE,69080,323417,B,5,CITY,1400,,169,Granite Block,193.647694550705
433,,37062,,RECTOR ST,MAIN ST,DEAD END WEST,67620,600386,B,5,CITY,0,,161,Granite Block,220.931959261107
434,,37065,,PORT ROYAL AVE,NIXON ST,EVA ST,65340,700591,B,5,CITY,100,,156,Granite Block,4369.25103389969
435,,37072,,S CLIFTON ST,BAINBRIDGE ST,CATHARINE ST,23860,342056,B,5,PRIVATE,700,,48.03,Granite Block,362.220534080514
436,,37463,,S FAIRHILL ST,BAINBRIDGE ST,FITZWATER ST,33260,342563,B,5,CITY,700,,74.01,Granite Block,82.7886221514201
437,,37648,,MINTZER ST,CITY BOUNDARY,BROWN ST,56420,441408,B,5,CITY,700,,314,Granite Block,222.037931437702
438,,37649,,BREAD ST,NEW ST,DEAD END SOUTH,18720,441186,B,5,CITY,200,,25,Blue Glazed Brick,183.842565770618
439,,37676,,S AMERICAN ST,CARPENTER ST,WASHINGTON AVE,12460,342054,B,5,PRIVATE,1000,,10,Orange Brick,228.830578702178
440,,37708,,S HOLLY ST,CHESTER AVE,DEAD END NORTH,43160,322819,B,5,CITY,500,,99,Red Brick,323.89805703009
441,,37711,,RING ST,MAIN ST,DEAD END NORTH,68420,600669,B,5,CITY,100,,168,Granite Block,110.917220671397
442,,37737,,PEARL ST,CITY BOUNDARY,N 15TH ST,63560,422198,B,5,CITY,1400,,315,Granite Block,152.898062722429
443,,37801,,N LEITHGOW ST,PARRISH ST,DEAD END SOUTH,50100,441124,B,5,CITY,800,,111.02,Granite Block,200.145514597815
444,,38032,,WOOD ST,N 02ND ST,N 05TH ST,84320,440888,TF,5,CITY,300,,210.03,Granite Block,220.726661723242
445,,38033,,N ORIANNA ST,VINE ST,WOOD ST,61580,441757,FT,5,CITY,300,,143,Granite Block,193.585562751011
446,,38092,,CRESSON ST,ROXBOROUGH AVE,LEVERING ST,25840,600581,B,4,CITY,4300,,51,Granite Block,253.408017408082
447,,38166,,S REESE ST,DEAD END NORTH,QUEEN ST,67840,342583,B,5,CITY,700,,166,Granite Block,121.66245498561
448,,38382,,BENJAMIN FRANKLIN BRG ACCESS RD,N 04TH ST,DEAD END EAST,1015,442197,B,12,DRPA,0,,14.03,Granite Block,261.404433765868
449,,38385,,BENJAMIN FRANKLIN BRG ACCESS RD,N 04TH ST,DEAD END EAST,1015,442196,B,12,DRPA,0,,14.02,Granite Block,547.39008751754
450,,38388,,BENJAMIN FRANKLIN BRG ACCESS RD,N 04TH ST,DEAD END EAST,1015,442195,B,12,DRPA,0,,14.01,Granite Block,448.613754343274
451,,38391,,CHANCELLOR ST,S 21ST ST,DEAD END WEST,22300,423423,B,5,PRIVATE,2100,,40.02,Granite Block,182.25489805557
452,,38392,,CHURCH ST,N AMERICAN ST,N 02ND ST,23140,442201,B,12,PRIVATE,200,,47.02,Granite Block,177.200370756939
453,,38393,,S JESSUP ST,LOCUST ST,DEAD END SOUTH,46140,440609,B,5,CITY,200,,104.01,Red Brick,80.8421062543765
454,,38394,,S JESSUP ST,LOCUST ST,DEAD END SOUTH,46140,440588,B,5,CITY,200,,104.02,Red Brick,109.098031036897
455,,38395,,QUINCE ST,WALNUT ST,SPRUCE ST,66560,440602,FT,5,CITY,200,,159.01,Granite Block,46.3486191523334
456,,38396,,QUINCE ST,WALNUT ST,SPRUCE ST,66560,440586,FT,5,CITY,200,,159.03,Granite Block,110.845299680387
457,,38397,,IRVING ST,QUINCE ST,S JESSUP ST,45060,441196,B,5,CITY,1100,,103.01,Granite Block,89.2627247074444
458,,38398,,IRVING ST,QUINCE ST,S JESSUP ST,45060,442203,B,12,PRIVATE,1200,,103.02,Granite Block,43.5018291354845
459,,38403,,LELAND ST,WYLIE ST,DEAD END WEST,50140,423428,B,12,PHA,800,,113.11,Granite Block,180.124007156177
460,,38404,,LELAND ST,WYLIE ST,DEAD END WEST,50140,423429,B,12,PHA,800,,113.12,Granite Block,82.5203509466601
461,,38405,,LITTLE BOYS CT,ARCH ST,CUTHBERT ST,51180,441935,B,12,PRIVATE,0,,115,Granite Block,246.196592706954
462,,38408,,WOOD ST,N 02ND ST,N 05TH ST,84320,442208,TF,5,CITY,300,,210.042,Granite Block,121.504459966331
463,,38409,,WOOD ST,N 02ND ST,N 05TH ST,84320,442207,TF,5,CITY,300,,210.041,Granite Block,103.653594453224
464,,38412,,SAINT CHARLES PL,VINE ST,WOOD ST,1350,442211,FT,5,PRIVATE,300,,170,Granite Block,192.770626381783
465,,38416,,WISTER ALY,N 03RD ST,DEAD END WEST,3285,442216,B,6,PRIVATE,300,,209,Granite Block,203.435387297061
466,,38418,,SHAWMONT AVE,N SCHUYLKILL RIVER TRL,SHAWMONT AVE,72300,700602,B,5,CITY,0,,179,Granite Block,203.922063097226
467,,38423,,SAINT JAMES WALK,DEAD END EAST,DEAD END WEST,1355,442219,B,12,PRIVATE,200,,171,Cobblestone,238.952626719223
468,,38477,,FULTON ST,S 06TH ST,DEAD END WEST,35340,342585,B,5,CITY,600,,81.02,Red Brick,94.7717749658165
469,,38723,,S 49TH ST,GRAYS AVE,BOTANIC AVE,88770,323482,B,5,CITY,1700,,221.01,Granite Block,711.565261660721
470,,39189,,GERMANTOWN AVE,ALLENS LANE,REX AVE,36660,820909,B,3,STATE,7500,,90.03,Granite Block,329.494155524144
471,,39592,,N CARLISLE ST,LINDLEY AVE,W SOMERVILLE AVE,21400,721965,B,5,CITY,5300,,33.03,Red Brick,565.780583980581
472,,39921,,ERRINGER PL,W CLAPIER ST,MANHEIM ST,32080,621679,B,5,CITY,5000,,72,Red Brick,708.844667101141
473,,217,,N BOUVIER ST,NORTH ST,FAIRMOUNT AVE,18500,420370,B,5,CITY,600,,302.01,Granite Block,151.321773982738
474,,218,,N BOUVIER ST,NORTH ST,FAIRMOUNT AVE,18500,420345,B,5,CITY,600,,302.02,Cobblestone,96.5535023407578
475,,351,,CAMERON ST,FRANCIS ST,WYLIE ST,21100,421507,B,5,CITY,800,,304,Red Brick,376.465428230018
476,,391,,CARLTON ST,N 18TH ST,N 19TH ST,21440,420714,FT,5,CITY,1800,,35,Granite Block,443.379353461132
477,,471,,WALDEN ST,N 21ST ST,N 22ND ST,81000,421413,B,5,CITY,2100,,199,Granite Block,447.423972521349
478,,491,,N CROSKEY ST,ARCH ST,CHERRY ST,26080,421404,FT,5,CITY,100,,53,Granite Block,340.890294974563
479,,735,,CHANCELLOR ST,S BONSALL ST,S 24TH ST,22300,421253,B,5,CITY,2300,,41,Red Brick,144.38610376751
480,,737,,S BONSALL ST,CHANCELLOR ST,LOCUST ST,18280,421254,B,5,CITY,200,,22,Red Brick,257.832700224662
481,,764,,N HICKS ST,RACE ST,SPRING ST,42400,422322,B,5,CITY,200,,98,Granite Block,175.571355835489
482,,860,,ARMORY ST,S 23RD ST,S 24TH ST,13260,421292,B,5,CITY,2300,,11,Granite Block,290.934084338041
483,,872,,LELAND ST,POPLAR ST,VINEYARD ST,50140,421573,B,5,CITY,800,,113.02,Granite Block,150.540860252749
484,,912,,W FLORA ST,N 27TH ST,N 28TH ST,34500,421647,B,5,CITY,2700,,310.03,Granite Block,131.934671886809
485,,913,,N ETTING ST,W FLORA ST,W STILES ST,32320,421645,B,5,CITY,1200,,309,Red Brick,216.541311066127
486,,915,,W FLORA ST,N 27TH ST,N 28TH ST,34500,421646,B,5,CITY,2700,,310.02,Granite Block,131.201603259681
487,,918,,W FLORA ST,N 27TH ST,N 28TH ST,34500,421644,B,5,CITY,2700,,310.01,Granite Block,139.685400973171
